,Body type,Number of previous owners,Seats,city,kilometer driven,price,Car model,Year of car manufacture,Length,Fuel type,Width,Color,Brand Name,Insurance Validity_value,Transmission type,Engine Displacement_value(cc)
0,SUV,1,5.0,chennai,20000,1150000.0,Kia Sonet,2022,3995mm,Petrol,1790,Black,Kia,Third Party insurance,Automatic,998
1,Minivans,1,7.0,chennai,20687,415000.00000000006,Maruti Eeco,2015,3675mm,Petrol,1475mm,Grey,Maruti,Comprehensive,Manual,1196
2,SUV,1,5.0,chennai,30000,750000.0,Nissan Magnite,2021,3994mm,Petrol,1758,Others,Nissan,Third Party insurance,Manual,999
3,Hatchback,1,5.0,chennai,59247,398000.0,Hyundai i10,2015,3585mm,Petrol,1595mm,Silver,Hyundai,Comprehensive,Manual,1086
4,Hatchback,1,5.0,chennai,50000,550000.0,Honda Jazz,2015,3955mm,Petrol,1694mm,Others,Honda,Third Party insurance,Manual,1199
5,Sedan,1,5.0,chennai,20000,3300000.0,Mercedes-Benz E-Class,2016,4879mm,Diesel,2071mm,White,Mercedes-Benz,Comprehensive,Automatic,2143
6,Hatchback,1,5.0,chennai,29403,453000.0,Maruti Celerio,2016,3715mm,Petrol,1635mm,Blue,Maruti,Comprehensive,Automatic,998
7,Hatchback,1,5.0,chennai,42700,285000.0,Maruti A-Star,2010,3500mm,Petrol,1600mm,Grey,Maruti,Comprehensive,Manual,998
8,SUV,1,5.0,chennai,23001,5000000.0,BMW X3,2018,4708mm,Diesel,1891mm,Grey,BMW,Comprehensive,Automatic,1995
9,SUV,2,5.0,chennai,25925,821000.0000000001,Ford Ecosport,2018,3998mm,Petrol,1765mm,Black,Ford,Comprehensive,Automatic,1497
10,Hatchback,1,5.0,chennai,20000,865000.0,Hyundai i20,2021,3995mm,Petrol,1775mm,Blue,Hyundai,Third Party insurance,Manual,1197
11,Hatchback,1,5.0,chennai,17711,792000.0,Honda Jazz,2019,3955 mm,Petrol,1694 mm,Silver,Honda,Comprehensive,Automatic,1199
12,Sedan,1,5.0,chennai,50000,4050000.0,BMW 3 Series,2020,4709mm,Diesel,1827mm,White,BMW,Comprehensive,Automatic,1995
13,Hatchback,1,5.0,chennai,50000,610000.0,Maruti Swift,2018,3840mm,Petrol,1735mm,Others,Maruti,Third Party insurance,Manual,1197
14,Hatchback,2,5.0,chennai,51125,511000.00000000006,Hyundai Grand i10,2018,3765mm,Petrol,1660mm,White,Hyundai,Comprehensive,Manual,1197
15,SUV,1,5.0,chennai,69233,710000.0,Tata Nexon,2019,3994mm,Diesel,1811mm,Orange,Tata,Comprehensive,Manual,1497
16,SUV,1,5.0,chennai,65000,1225000.0,Jeep Compass,2017,4405mm,Diesel,1818mm,White,Jeep,Comprehensive,Manual,1956
17,Sedan,1,5.0,chennai,93281,570000.0,Honda City,2014,4440mm,Petrol,1695mm,Brown,Honda,Comprehensive,Manual,1497
18,SUV,1,7.0,chennai,18000,3900000.0,Toyota Fortuner,2022,4795mm,Diesel,1855mm,White,Toyota,Comprehensive,Manual,2755
19,Sedan,2,5.0,chennai,99225,375000.0,Honda Amaze,2014,3990mm,Petrol,1680mm,White,Honda,Comprehensive,Manual,1198
20,Hatchback,1,5.0,chennai,30000,275000.0,Hyundai EON,2016,3515mm,Petrol,1550mm,Others,Hyundai,Third Party insurance,Manual,998
21,Sedan,1,5.0,chennai,30602,429000.0,Honda Amaze,2014,3990mm,Petrol,1680mm,Silver,Honda,Comprehensive,Manual,1198
22,Hatchback,1,5.0,chennai,64500,675000.0,Maruti Swift,2018,3840mm,Diesel,1735mm,Red,Maruti,Comprehensive,Manual,1248
23,Sedan,2,5.0,chennai,46809,793000.0,Honda City,2017,4440mm,Petrol,1695mm,White,Honda,Comprehensive,Manual,1497
25,SUV,1,5.0,chennai,20000,1425000.0,Hyundai Creta,2019,4270mm,Diesel,1780mm,White,Hyundai,Comprehensive,Automatic,1582
26,SUV,1,5.0,chennai,21725,1036000.0,Hyundai Venue,2020,3995 mm,Petrol,1770 mm,Red,Hyundai,Third Party,Automatic,998
27,Sedan,1,5.0,chennai,80000,800000.0,Honda City,2016,4440mm,Petrol,1695mm,Others,Honda,Third Party insurance,Manual,1497
28,Sedan,2,5.0,chennai,88000,1400000.0,Audi A6,2013,4915mm,Petrol,2086mm,Blue,Audi,Third Party insurance,Automatic,1984
29,Sedan,2,5.0,chennai,30360,1088000.0,Honda City,2019,4440mm,Petrol,1695mm,Black,Honda,Third Party,Automatic,1497
30,Hatchback,2,5.0,chennai,70000,590000.0,Maruti Baleno,2017,3995mm,Petrol,1745mm,Others,Maruti,Third Party insurance,Automatic,1197
31,Hatchback,1,5.0,chennai,16246,568000.0,Hyundai Grand i10,2016,3765mm,Petrol,1660mm,Red,Hyundai,Comprehensive,Manual,1197
32,Hatchback,2,5.0,chennai,55000,400000.0,Maruti Celerio,2017,3600mm,Petrol,1600mm,White,Maruti,Comprehensive,Automatic,998
33,MUV,1,7.0,chennai,13000,2790000.0,Toyota Innova Crysta,2022,4735mm,Petrol,1830mm,White,Toyota,Comprehensive,Automatic,2694
34,Hatchback,2,5.0,chennai,71638,422000.0,Maruti Celerio,2016,3715mm,Petrol,1635mm,Red,Maruti,Third Party,Automatic,998
35,Sedan,1,5.0,chennai,46105,450000.0,Honda Amaze,2015,3990mm,Petrol,1680mm,White,Honda,Comprehensive,Manual,1198
36,SUV,1,5.0,chennai,60000,650000.0,Honda WR-V,2017,3999mm,Petrol,1734mm,Others,Honda,Third Party insurance,Manual,1199
37,Hatchback,1,5.0,chennai,80000,575000.0,Honda Jazz,2017,3955mm,Diesel,1694mm,Others,Honda,Third Party insurance,Manual,1498
38,Hatchback,1,5.0,chennai,58000,1950000.0,Mercedes-Benz B Class,2015,4359mm,Diesel,2010mm,Grey,Mercedes-Benz,Comprehensive,Automatic,2143
39,Sedan,2,5.0,chennai,70000,150000.0,Maruti Esteem,2008,4095mm,Petrol,1575mm,Silver,Maruti,Third Party insurance,Manual,1298
40,Hatchback,1,5.0,chennai,61764,702000.0,Maruti Baleno,2017,3995mm,Petrol,1745mm,Grey,Maruti,Third Party,Automatic,1197
41,SUV,2,6.0,chennai,36018,448000.00000000006,Mahindra KUV 100,2016,3675mm,Petrol,1715mm,Orange,Mahindra,Third Party insurance,Manual,1198
42,SUV,1,5.0,chennai,150000,650000.0,Renault Duster,2016,4315mm,Diesel,1822mm,Others,Renault,Third Party insurance,Automatic,1461
43,Hatchback,1,5.0,chennai,17197,801000.0,Hyundai Grand i10 Nios,2022,3805mm,Petrol,1680,Black,Hyundai,Third Party,Manual,998
44,Sedan,2,5.0,chennai,62931,772000.0,Honda City,2016,4440mm,Petrol,1695mm,Brown,Honda,Comprehensive,Automatic,1497
45,Sedan,2,5.0,chennai,90000,500000.0,Toyota Corolla Altis,2013,4620mm,Petrol,1776mm,Others,Toyota,Third Party insurance,Manual,1798
46,SUV,1,5.0,chennai,21023,1103000.0,Mahindra XUV300,2021,3995mm,Petrol,1821mm,Red,Mahindra,Third Party,Manual,1197
47,Sedan,1,5.0,chennai,43000,1490000.0,Toyota Corolla Altis,2018,4620mm,Diesel,1775mm,White,Toyota,Comprehensive,Manual,1364
48,Sedan,1,5.0,chennai,110505,627000.0,Maruti Swift Dzire,2017,3995mm,Diesel,1735mm,Silver,Maruti,Third Party insurance,Automatic,1248
49,Sedan,1,5.0,chennai,78892,835000.0,Hyundai Verna,2018,4440mm,Petrol,1729mm,Silver,Hyundai,Third Party insurance,Manual,1591
50,Sedan,1,5.0,chennai,59000,2089999.9999999998,Audi A6,2015,4933mm,Diesel,1874mm,White,Audi,Third Party insurance,Automatic,1968
51,Sedan,1,5.0,chennai,90058,350000.0,Chevrolet Sail,2014,4249mm,Petrol,1690mm,White,Chevrolet,Comprehensive,Manual,1199
52,SUV,1,5.0,chennai,69000,2100000.0,Audi Q5,2015,4629mm,Diesel,2089mm,White,Audi,Third Party insurance,Automatic,2967
53,SUV,1,5.0,chennai,67000,925000.0,Honda WR-V,2019,3999mm,Diesel,1734mm,Red,Honda,Comprehensive,Manual,1498
54,Sedan,1,5.0,chennai,80000,850000.0,Maruti Ciaz,2017,4490mm,Diesel,1730mm,Others,Maruti,Third Party insurance,Manual,1248
55,Sedan,1,5.0,chennai,80000,850000.0,Maruti Ciaz,2017,4490mm,Diesel,1730mm,Others,Maruti,Third Party insurance,Manual,1248
56,SUV,1,7.0,chennai,57000,6600000.0,Audi Q7,2020,5052 mm,Diesel,2212 mm,White,Audi,Comprehensive,Automatic,2967
57,MUV,1,8.0,chennai,800000,2150000.0,Toyota Innova Crysta,2018,4735mm,Diesel,1830mm,Black,Toyota,Comprehensive,Manual,2393
58,Sedan,1,5.0,chennai,5500000,3600000.0,Mercedes-Benz C-Class,2018,4686mm,Diesel,2020mm,Blue,Mercedes-Benz,Comprehensive,Automatic,2143
59,Sedan,1,5.0,chennai,27000,6800000.0,BMW 7 Series,2017,5219mm,Diesel,2142mm,White,BMW,Comprehensive,Automatic,2993
60,SUV,1,5.0,chennai,38334,707000.0,Tata Nexon,2018,3994mm,Petrol,1811mm,Silver,Tata,Comprehensive,Manual,1198
61,Hatchback,1,5.0,chennai,36992,680000.0,Volkswagen Polo,2019,3971mm,Petrol,1682mm,Red,Volkswagen,Third Party insurance,Manual,999
62,SUV,2,5.0,chennai,50000,3750000.0,BMW X3,2016,4657mm,Diesel,2089mm,Red,BMW,Comprehensive,Automatic,2993
63,SUV,1,6.0,chennai,34596,2039000.0,Tata New Safari,2021,4661mm,Diesel,1894mm,Silver,Tata,Comprehensive,Automatic,1956
64,Hatchback,1,5.0,chennai,84564,401000.0,Datsun GO,2019,3788mm,Petrol,1636mm,White,Datsun,Third Party,Manual,1198
65,Sedan,2,5.0,chennai,60001,2150000.0,Mercedes-Benz E-Class,2013,4879mm,Diesel,1854mm,Silver,Mercedes-Benz,Comprehensive,Automatic,2143
66,Hatchback,1,5.0,chennai,23462,505000.0,Hyundai Santro,2018,3610 mm,Petrol,1645 mm,White,Hyundai,Zero Dep,Manual,1086
67,SUV,1,5.0,chennai,13000,1599000.0,Volkswagen Taigun,2022,4221mm,Petrol,1760mm,Red,Volkswagen,Third Party insurance,Automatic,999
68,Sedan,1,5.0,chennai,54658,830000.0000000001,Honda Amaze,2019,3995mm,Diesel,1695mm,Red,Honda,Comprehensive,Automatic,1498
69,SUV,1,5.0,chennai,34164,1036000.0,Mahindra XUV300,2020,3995mm,Petrol,1821mm,Green,Mahindra,Third Party,Manual,1197
70,SUV,1,5.0,chennai,10000,1595000.0,Kia Seltos,2022,4315mm,Petrol,1800mm,Gray,Kia,Third Party insurance,Manual,1497
71,Hatchback,3,5.0,chennai,70000,100000.0,Fiat Punto,2010,3987mm,Petrol,1687mm,Red,Fiat,Third Party insurance,Manual,1368
72,SUV,1,5.0,chennai,37000,825000.0,Hyundai Venue,2020,3995 mm,Petrol,1770 mm,Blue,Hyundai,Third Party insurance,Manual,1197
74,Hatchback,1,5.0,chennai,53967,550000.0,Maruti Baleno,2016,3995mm,Petrol,1745mm,Blue,Maruti,Comprehensive,Manual,1197
75,Hatchback,1,5.0,chennai,52700,299000.0,Hyundai i10,2011,3585mm,Petrol,1595mm,Red,Hyundai,Comprehensive,Manual,1197
76,SUV,1,5.0,chennai,60000,750000.0,Tata Nexon,2018,3994mm,Petrol,1811mm,Others,Tata,Third Party insurance,Automatic,1198
77,Hatchback,1,5.0,chennai,53967,550000.0,Maruti Baleno,2016,3995mm,Petrol,1745mm,Blue,Maruti,Comprehensive,Manual,1197
78,Sedan,2,5.0,chennai,99225,375000.0,Honda Amaze,2014,3995mm,Petrol,1695mm,TAFETA WHITE,Honda,Comprehensive,Manual,1199
79,Sedan,2,5.0,chennai,60000,265000.0,Fiat Linea,2011,"4,560mm",Petrol,"1,730mm",Silver,Fiat,Third Party insurance,Manual,1368
80,Hatchback,1,5.0,chennai,48220,808000.0,Honda Jazz,2020,3989mm,Petrol,1694,Red,Honda,Third Party,Automatic,1199
81,Hatchback,1,5.0,chennai,72024,542000.0,Honda Jazz,2016,3955mm,Petrol,1694mm,Red,Honda,Third Party insurance,Manual,1199
82,Sedan,1,5.0,chennai,80000,529000.0,Honda Amaze,2016,3990mm,Petrol,1680mm,Others,Honda,Third Party insurance,Automatic,1198
83,Hatchback,1,5.0,chennai,78735,684000.0,Volkswagen Polo,2017,3971mm,Petrol,1682mm,Black,Volkswagen,Third Party,Manual,1199
84,SUV,2,5.0,chennai,72955,813000.0000000001,Ford Ecosport,2018,3998mm,Diesel,1765mm,Red,Ford,Zero Dep,Manual,1498
85,Sedan,1,5.0,chennai,40000,650000.0,Maruti Ciaz,2015,4490mm,Petrol,1730mm,Others,Maruti,Third Party insurance,Automatic,1373
86,SUV,1,5.0,chennai,14037,1802000.0,Jeep Compass,2021,4405mm,Petrol,1818mm,Grey,Jeep,Comprehensive,Manual,1368
87,Hatchback,1,5.0,chennai,29000,745000.0,Hyundai i20,2019,3985mm,Petrol,1734mm,Silver,Hyundai,Comprehensive,Manual,1197
88,Hatchback,1,5.0,chennai,69864,619000.0,Maruti Baleno,2017,3995mm,Petrol,1745mm,Silver,Maruti,Third Party insurance,Manual,1197
89,Sedan,1,5.0,chennai,35739,650000.0,Hyundai Xcent,2019,3995mm,Petrol,1660mm,Silver,Hyundai,Third Party insurance,Manual,1197
90,Hatchback,2,5.0,chennai,120000,500000.0,Honda Jazz,2016,3955mm,Petrol,1694mm,Others,Honda,Third Party insurance,Automatic,1199
91,MUV,1,7.0,chennai,18000,1145000.0,Maruti Ertiga,2019,4296mm,Diesel,1695mm,Silver,Maruti,Comprehensive,Manual,1248
92,SUV,1,5.0,chennai,21000,1600000.0,Tata Harrier,2019,4598mm,Diesel,1894mm,Orange,Tata,Comprehensive,Manual,1956
93,Hatchback,1,5.0,chennai,70404,540000.0,Maruti Baleno,2016,3995mm,Petrol,1745mm,Grey,Maruti,Comprehensive,Manual,1197
94,Sedan,1,5.0,chennai,63000,675000.0,Volkswagen Vento,2015,4390mm,Petrol,1699mm,Black,Volkswagen,Comprehensive,Manual,1598
95,Sedan,2,5.0,chennai,88000,509999.99999999994,Volkswagen Ameo,2017,3995mm,Petrol,1682mm,White,Volkswagen,Third Party insurance,Manual,1198
96,Sedan,1,5.0,chennai,65000,830000.0000000001,Honda City,2017,4440mm,Petrol,1695mm,Silver,Honda,Comprehensive,Manual,1497
97,SUV,2,7.0,chennai,30000,3900000.0,Land Rover Discovery Sport,2017,4600mm,Diesel,2173mm,Red,Land Rover,Third Party insurance,Automatic,2179
98,Sedan,1,5.0,chennai,71423,509999.99999999994,Honda City,2012,4440mm,Petrol,1695mm,Golden,Honda,Comprehensive,Automatic,1497
99,MUV,1,6.0,chennai,80000,1200000.0,Maruti XL6,2019,4445mm,Petrol,1775mm,Others,Maruti,Third Party insurance,Automatic,1462
100,Sedan,1,5.0,chennai,85759,766000.0,Honda City,2017,4440mm,Petrol,1695mm,Brown,Honda,Third Party,Manual,1497
101,Hatchback,1,5.0,chennai,24422,449000.0,Hyundai Santro,2019,3610 mm,Petrol,1645 mm,Silver,Hyundai,Zero Dep,Manual,1086
102,Sedan,4,5.0,chennai,90000,750000.0,Hyundai Verna,2017,4440mm,Petrol,1729mm,White,Hyundai,Third Party insurance,Manual,1591
103,Hatchback,2,5.0,chennai,67091,317000.0,Honda Brio,2012,3610mm,Petrol,1680mm,Red,Honda,Third Party,Manual,1198
104,SUV,1,5.0,chennai,72787,1560000.0,MG Hector,2020,4655mm,Petrol,1835mm,Maroon,MG,Third Party,Manual,1451
105,SUV,2,7.0,chennai,120000,1900000.0,Ford Endeavour,2017,4892mm,Diesel,1860mm,Others,Ford,Third Party insurance,Manual,2198
106,Hatchback,1,5.0,chennai,90142,522000.0,Hyundai Grand i10,2017,3765mm,Petrol,1660mm,Red,Hyundai,Comprehensive,Manual,1197
107,Hatchback,1,5.0,chennai,150000,500000.0,Hyundai i20,2015,3985mm,Petrol,1734mm,Others,Hyundai,Third Party insurance,Manual,1197
108,Hatchback,1,5.0,chennai,33256,627000.0,Ford Freestyle,2018,3954mm,Petrol,1737mm,Red,Ford,Comprehensive,Manual,1194
109,Hatchback,1,5.0,chennai,70027,687000.0,Maruti Baleno,2018,3995mm,Petrol,1745mm,Silver,Maruti,Comprehensive,Automatic,1197
110,Sedan,3,5.0,chennai,120000,204999.99999999997,Hyundai Sonata,2007,"4,800 mm",Diesel,"1,832 mm",White,Hyundai,Third Party insurance,Manual,1991
111,Hatchback,2,5.0,chennai,60000,525000.0,Volkswagen Polo,2015,3971mm,Petrol,1682mm,Others,Volkswagen,Third Party insurance,Manual,1199
112,Hatchback,1,5.0,chennai,73686,620000.0,Maruti Swift,2017,3840mm,Diesel,1735mm,Grey,Maruti,Third Party insurance,Manual,1248
113,SUV,2,7.0,chennai,44000,825000.0,Mahindra TUV 300,2018,3995mm,Diesel,1835mm,Red,Mahindra,Comprehensive,Manual,1493
114,Hatchback,1,5.0,chennai,75581,530000.0,Maruti Swift,2015,3840mm,Petrol,1735mm,White,Maruti,Comprehensive,Manual,1197
115,SUV,1,5.0,chennai,58000,3600000.0,Mercedes-Benz M-Class,2015,4817mm,Diesel,2141mm,Blue,Mercedes-Benz,Comprehensive,Automatic,2143
116,Sedan,2,5.0,chennai,50000,1950000.0,Audi A3,2015,4456mm,Diesel,1960mm,P Black,Audi,Comprehensive,Automatic,1968
117,SUV,1,7.0,chennai,100000,650000.0,Mahindra TUV 300,2015,3995mm,Diesel,1835mm,Others,Mahindra,Third Party insurance,Manual,1493
118,Sedan,1,5.0,chennai,108902,650000.0,Maruti Ciaz,2017,4490mm,Diesel,1730mm,White,Maruti,Third Party insurance,Manual,1248
119,Sedan,1,5.0,chennai,100425,570000.0,Volkswagen Ameo,2016,3995mm,Diesel,1682mm,Silver,Volkswagen,Comprehensive,Manual,1498
120,Sedan,2,5.0,chennai,70887,458000.0,Hyundai Xcent,2016,3995mm,Petrol,1660mm,Silver,Hyundai,Third Party,Manual,1197
121,Sedan,2,5.0,chennai,114981,577000.0,Honda City,2016,4440mm,Petrol,1695mm,Silver,Honda,Comprehensive,Manual,1497
122,SUV,1,5.0,chennai,45000,900000.0,Honda WR-V,2018,3999mm,Petrol,1734mm,White,Honda,Comprehensive,Manual,1199
123,Hatchback,1,5.0,chennai,45416,649000.0,Hyundai Grand i10 Nios,2021,3805mm,Petrol,1680,White,Hyundai,Comprehensive,Manual,1197
124,Hatchback,1,5.0,chennai,119468,549000.0,Hyundai i20,2016,3985mm,Petrol,1734mm,Silver,Hyundai,Third Party insurance,Manual,1197
125,Sedan,3,5.0,chennai,100000,650000.0,Volkswagen Vento,2015,4384mm,Diesel,1699mm,Others,Volkswagen,Third Party insurance,Automatic,1498
126,Sedan,1,5.0,chennai,119975,513999.99999999994,Maruti Swift Dzire,2017,3995mm,Petrol,1735,Red,Maruti,Third Party,Manual,1197
127,Sedan,1,5.0,chennai,19000,3900000.0,BMW 3 Series,2017,4824mm,Petrol,1811 mm,White,BMW,Comprehensive,Automatic,1998
128,Hatchback,2,5.0,chennai,64906,455999.99999999994,Hyundai Grand i10,2016,3765mm,Petrol,1660mm,Silver,Hyundai,Comprehensive,Manual,1197
129,Hatchback,2,5.0,chennai,81484,501999.99999999994,Maruti Baleno,2016,3995mm,Petrol,1745mm,Red,Maruti,Comprehensive,Manual,1197
130,Sedan,1,5.0,chennai,45067,685000.0,Maruti Swift Dzire,2018,3995mm,Petrol,1735mm,Blue,Maruti,Comprehensive,Manual,1197
131,Sedan,1,4.0,chennai,68000,11000000.0,Mercedes-Benz S-Class,2018,5453mm,Petrol,2130mm,Blue,Mercedes-Benz,Third Party insurance,Automatic,4663
132,Hatchback,1,5.0,chennai,65768,580000.0,Honda Jazz,2016,3955mm,Petrol,1694mm,Brown,Honda,Comprehensive,Manual,1199
133,Hatchback,2,5.0,chennai,61000,530000.0,Honda Jazz,2016,3955mm,Petrol,1694mm,Golden brown,Honda,Comprehensive,Manual,1199
134,Sedan,3,5.0,chennai,50000,1700000.0,Mercedes-Benz S-Class,2009,5206mm,Diesel,1871mm,Silver,Mercedes-Benz,Comprehensive,Automatic,2987
135,Sedan,1,5.0,chennai,23000,4375000.0,BMW 5 Series,2018,4907mm,Diesel,2102mm,Blue,BMW,Comprehensive,Automatic,1995
136,Sedan,1,5.0,chennai,17000,8200000.0,BMW 7 Series,2018,5219mm,Diesel,2142mm,White,BMW,Comprehensive,Automatic,2993
137,Hatchback,1,5.0,chennai,102958,420000.0,Maruti Celerio,2017,3715mm,Petrol,1635mm,Grey,Maruti,Comprehensive,Automatic,998
138,Sedan,1,5.0,chennai,62900,775000.0,Toyota Corolla Altis,2013,4620mm,Diesel,1776mm,Silver,Toyota,Comprehensive,Manual,1364
139,Hatchback,2,5.0,chennai,65076,395000.0,Maruti Wagon R,2015,3599mm,Petrol,1495mm,Silver,Maruti,Comprehensive,Manual,998
140,Hatchback,1,5.0,chennai,75876,533000.0,Maruti Baleno,2016,3995mm,Petrol,1745mm,Blue,Maruti,Comprehensive,Manual,1197
141,Hatchback,1,5.0,chennai,98911,547000.0,Hyundai i20,2015,3985mm,Petrol,1734mm,Red,Hyundai,Third Party insurance,Manual,1197
142,Hatchback,1,5.0,chennai,45000,395000.0,Maruti Celerio,2015,3715mm,Petrol,1635mm,Blue,Maruti,Comprehensive,Manual,998
143,Sedan,1,5.0,chennai,76089,908000.0,Hyundai Verna,2017,4375mm,Diesel,1700mm,White,Hyundai,Third Party,Automatic,1582
144,Hatchback,2,5.0,chennai,54505,521000.0,Hyundai Grand i10,2017,3765mm,Petrol,1660mm,Silver,Hyundai,Third Party,Manual,1197
145,Sedan,1,5.0,chennai,24000,2290000.0,Audi A3,2019,4458mm,Diesel,1796mm,White,Audi,Third Party insurance,Automatic,1968
146,Sedan,1,5.0,chennai,96573,507000.0,Maruti Swift Dzire,2016,3995mm,Petrol,1735,Red,Maruti,Zero Dep,Manual,1197
147,SUV,1,5.0,chennai,30000,1625000.0,Kia Seltos,2019,4315mm,Diesel,1800mm,White,Kia,Comprehensive,Automatic,1493
148,Hatchback,2,5.0,chennai,63720,528000.0,Hyundai Grand i10,2016,3765mm,Petrol,1660mm,Orange,Hyundai,Comprehensive,Manual,1197
149,Hatchback,1,5.0,chennai,14411,434999.99999999994,Maruti Alto 800,2021,3445mm,Petrol,1515mm,Silver,Maruti,Comprehensive,Manual,796
150,SUV,1,5.0,chennai,11000,1490000.0,Volkswagen Taigun,2022,4221mm,Petrol,1760mm,Red,Volkswagen,Comprehensive,Automatic,999
151,SUV,1,5.0,chennai,21000,1789999.9999999998,Skoda Kushaq,2022,4225mm,Petrol,1760mm,Silver,Skoda,Comprehensive,Automatic,1498
152,SUV,1,5.0,chennai,34392,625000.0,Honda WR-V,2017,3999mm,Petrol,1734mm,Silver,Honda,Comprehensive,Manual,1199
153,Hatchback,1,5.0,chennai,20000,690000.0,Hyundai Grand i10 Nios,2022,3805mm,Petrol,1680,Others,Hyundai,Third Party insurance,Manual,1197
154,SUV,1,5.0,chennai,10000,1350000.0,Kia Sonet,2022,3995,Petrol,1790,Black,Kia,Third Party insurance,Manual,998
155,SUV,1,5.0,chennai,20000,1550000.0,MG Astor,2022,4323mm,Petrol,1809mm,Others,MG,Third Party insurance,Automatic,1498
156,Hatchback,1,5.0,chennai,47000,790000.0,Toyota Glanza,2019,3995mm,Petrol,1745mm,Grey,Toyota,Comprehensive,Automatic,1197
157,Hatchback,2,5.0,chennai,60333,270000.0,Maruti Alto K10,2014,3545mm,Petrol,1515mm,Red,Maruti,Comprehensive,Manual,998
158,Hatchback,1,5.0,chennai,81058,365000.0,Hyundai Grand i10,2014,3765mm,Diesel,1660mm,Star Dust,Hyundai,Comprehensive,Manual,1186
159,Sedan,2,5.0,chennai,51800,425000.0,Honda Civic,2010,4545mm,Petrol,1750mm,Brown,Honda,Comprehensive,Manual,1799
160,Hatchback,2,5.0,chennai,32797,528000.0,Hyundai Grand i10,2016,3765mm,Petrol,1660mm,Orange,Hyundai,Comprehensive,Manual,1197
161,Hatchback,1,5.0,chennai,69731,511000.00000000006,Hyundai Grand i10,2016,3765mm,Petrol,1660mm,Silver,Hyundai,Comprehensive,Manual,1197
162,Sedan,2,5.0,chennai,54000,625000.0,Honda City,2016,4440mm,Petrol,1695mm,Black,Honda,Comprehensive,Manual,1497
163,Hatchback,2,5.0,chennai,110267,327000.0,Nissan Micra Active,2016,3801mm,Petrol,1665mm,Blue,Nissan,Comprehensive,Manual,1198
164,SUV,1,6.0,chennai,31767,505000.0,Mahindra KUV 100,2018,3675mm,Petrol,1715mm,Orange,Mahindra,Third Party insurance,Manual,1198
165,SUV,2,5.0,chennai,45677,640000.0,Honda WR-V,2018,3999mm,Petrol,1734mm,METALL,Honda,Comprehensive,Manual,1199
166,Hatchback,1,5.0,chennai,66656,449000.0,Maruti Celerio,2017,3695mm,Petrol,1655,Silver,Maruti,Comprehensive,Manual,998
167,Sedan,1,5.0,chennai,27000,725000.0,Honda Amaze,2019,3995mm,Diesel,1695mm,Grey,Honda,Comprehensive,Manual,1498
168,Hatchback,1,5.0,chennai,37004,495000.0,Renault KWID,2021,3731mm,Petrol,1579mm,Red,Renault,Comprehensive,Manual,999
169,Hatchback,2,5.0,chennai,85274,271000.0,Hyundai i10,2011,3585mm,Petrol,1595mm,Silver,Hyundai,Comprehensive,Manual,1197
170,SUV,2,5.0,chennai,60000,940000.0,Hyundai Creta,2017,4270mm,Diesel,1780mm,Others,Hyundai,Third Party insurance,Manual,1582
171,Sedan,1,5.0,chennai,42000,799000.0,Honda City,2017,4440,Petrol,1695,White,Honda,Comprehensive,Manual,1497
172,SUV,1,5.0,chennai,20000,1850000.0,Hyundai Creta,2022,4300mm,Diesel,1790mm,Others,Hyundai,Third Party insurance,Manual,1493
173,MUV,1,7.0,chennai,30000,2000000.0,Kia Carens,2022,4540mm,Diesel,1800mm,Others,Kia,Third Party insurance,Automatic,1493
174,Sedan,1,5.0,chennai,25000,4500000.0,Mercedes-Benz E-Class,2017,5063mm,Diesel,1860mm,Black,Mercedes-Benz,Comprehensive,Automatic,1950
175,SUV,3,7.0,chennai,80000,700000.0,Mahindra XUV500,2014,4585mm,Diesel,1890mm,Others,Mahindra,Third Party insurance,Manual,2179
176,Sedan,2,5.0,chennai,60000,585000.0,Hyundai Verna,2015,4370mm,Petrol,1700mm,Others,Hyundai,Third Party insurance,Manual,1591
177,SUV,1,5.0,chennai,20000,2050000.0,Tata Harrier,2022,4598mm,Diesel,1894mm,White,Tata,Third Party insurance,Manual,1956
178,SUV,1,5.0,chennai,20000,1989999.9999999998,MG Hector,2022,4655mm,Petrol,1835mm,Others,MG,Third Party insurance,Automatic,1451
179,SUV,1,5.0,chennai,20000,1989999.9999999998,MG Hector,2022,4655mm,Petrol,1835mm,Others,MG,Third Party insurance,Automatic,1451
180,SUV,2,5.0,chennai,55037,1445000.0,Hyundai Creta,2020,4300mm,Diesel,1790mm,Blue,Hyundai,Third Party,Manual,1493
181,Hatchback,1,5.0,chennai,65607,451000.0,Hyundai Santro,2018,3610 mm,Petrol,1645 mm,Silver,Hyundai,Zero Dep,Manual,1086
183,Hatchback,1,5.0,chennai,74777,631000.0,Hyundai i20,2016,3985mm,Petrol,1734mm,Others,Hyundai,Comprehensive,Manual,1197
184,Sedan,2,5.0,chennai,102392,411000.00000000006,Toyota Etios,2012,4265mm,Petrol,1695mm,Silver,Toyota,Comprehensive,Manual,1496
185,Sedan,1,5.0,chennai,90210,500000.0,Skoda Rapid,2015,4386mm,Diesel,1699mm,White,Skoda,Comprehensive,Manual,1498
186,Sedan,1,5.0,chennai,62373,488000.0,Maruti Swift Dzire,2014,3995mm,Petrol,1735,Silver,Maruti,Third Party,Manual,1197
